id,question_id,created,updated,content,creator,is_spam,num_helpful,num_unhelpful
1702425,1483578,2025-01-11T02:25:34.153001Z,2025-01-11T02:25:34.153007Z,"<p>Was it created with Thunderbird running in dark mode? Have you seen <a href=""https://support.mozilla.org/en-US/kb/thunderbird-android-import"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/thunderbird-android-import</a> ? </p>",wsmwk,False,0,0
1702642,1483578,2025-01-11T17:49:14.631392Z,2025-01-11T17:49:14.631400Z,"<p>Hello, Thanks for your answer. Unfortunately dark mode doesn't change anything. I wish you a good day. </p><p>Alain Le Métayer France </p>",lemetayeralain,False,0,0
1703606,1483578,2025-01-14T22:59:33.793442Z,2025-01-14T22:59:33.793450Z,"<em><p>Wayne Mery <a href=""#answer-1702425"" rel=""nofollow"">said</a></p></em> <blockquote>Was it created with Thunderbird running in dark mode? Have you seen <a href=""https://support.mozilla.org/en-US/kb/thunderbird-android-import"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/thunderbird-android-import</a> ? </blockquote>",jfeatherstone642,False,0,0
1703680,1483578,2025-01-15T07:11:28.519026Z,2025-01-15T07:11:28.519034Z,"<p>I read several times  <a href=""https://support.mozilla.org/en-US/kb/thunderbird-android-import"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/thunderbird-android-import</a>  But, even in dark mode nothing changes.  The problem is  :  1. ""Scan the QR code from Thunderbird Desktop""  2. ""Align the QR code provided from Thunderbird Desktop"" → nothing happens. There is no alignment occurring, even in dark mode. Sorry to bother you with my beginner questions. </p><p>Alain  France </p>",lemetayeralain,False,0,0
