id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by,operating_system,thunderbird_version,firefox_version
1588478,2026-06-20T00:19:47.434352Z,2026-06-20T11:35:39.895066Z,en-US,thunderbird-android,Folder poll frequency bug with multiple accounts,False,,,False,1826837,1826837;,send-and-receive-email,thunderbird-android;send-and-receive-email;,michaelharvey1,"<p>With three accounts, if the first account is set to folder poll frequency = 15min and the others are set to never, the first account does not poll its folders after 15 minutes. The bug workaround is to set all three accounts to 15 minutes. However not knowing this caused me to miss important emails. </p>",michaelharvey1;platform34;,False,False,False,";useragent:Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36;tb_version:19.2;os:Android 9",1,0,0,,,,Android 9,19.2,
1588606,2026-06-20T15:39:49.813205Z,2026-06-20T19:44:13.356810Z,en-US,thunderbird-android,QR code not recognised,False,,,False,1826897,1826897;,connectivity,thunderbird-android;connectivity;thunderbird-1520;,fteam31,<p>Bonjour Impossible to read QR Code from TB to TB android. merci </p>,fteam31;platform34;,False,False,False,;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:152.0) Gecko/20100101 Firefox/152.0;tb_version:152.0 (64 bits) ve;os:W11,1,0,1,,,,W11,152.0 (64 bits) ve,
